asset_id,hostname,classe,tipo_ativo,fabricante_hw,modelo_hw,so_vendor,so_produto,so_versao,so_versao_norm,app_vendor,app_produto,app_versao,app_versao_norm,ip_address,criticidade,ambiente,status,departamento_ou_aplicacao_hospedada,localizacao_ou_hospedagem,responsavel_ou_equipe_ti,data_aquisicao,ultimo_inventario
ASSET-0323,NB-WIN11-057,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,14.8,14.8,Adobe,InDesign Desktop,20.3,20.3,192.168.1.51,MÉDIA,Homologação,Em manutenção,TI - Segurança,Rio de Janeiro - RJ,Fernanda Alves,2020-04-06,2025-01-01
ASSET-0324,NB-WIN11-058,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,14.8,14.8,Adobe,Illustrator,28.0,28.0,192.168.1.234,ALTA,Desenvolvimento,Ativo,TI - Infraestrutura,Fortaleza - CE,Fernanda Alves,2018-01-12,2024-01-14
ASSET-0325,NB-WIN11-059,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.0,14.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.244,CRÍTICA,Produção,Ativo,Marketing,Recife - PE,Rafael Lima,2019-02-19,2024-09-19
ASSET-0326,NB-WIN11-060,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Apple,macOS,14.0,14.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.1.26,BAIXA,Desenvolvimento,Em manutenção,RH,Recife - PE,Carlos Mendes,2022-01-15,2025-11-24
ASSET-0327,NB-WIN11-061,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Adobe,Illustrator,28.0,28.0,192.168.1.36,MÉDIA,Produção,Ativo,TI - Infraestrutura,São Paulo - SP,Patrícia Gomes,2022-11-28,2025-09-28
ASSET-0328,NB-WIN11-062,Notebook,Estação de Trabalho,Dell,Latitude 7440,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,,,,,192.168.1.103,ALTA,Produção,Em manutenção,Operações,Brasília - DF,Ana Souza,2023-05-13,2025-03-07
ASSET-0329,NB-WIN11-063,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Apple,macOS,14.0,14.0,,,,,192.168.1.41,CRÍTICA,Desenvolvimento,Ativo,TI - Desenvolvimento,São Paulo - SP,Patrícia Gomes,2024-05-19,2025-11-25
ASSET-0330,NB-WIN11-064,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.1.176,BAIXA,Homologação,Em manutenção,Operações,São Paulo - SP,Patrícia Gomes,2023-06-02,2025-05-14
ASSET-0331,NB-WIN11-065,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,,,,,192.168.1.168,ALTA,Homologação,Ativo,TI - Infraestrutura,Rio de Janeiro - RJ,Marcos Oliveira,2024-06-19,2025-08-01
ASSET-0332,NB-WIN11-066,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,curl,curl,8.4.0,8.4.0,192.168.1.170,MÉDIA,Produção,Ativo,Logística,Rio de Janeiro - RJ,Pedro Nunes,2022-04-26,2024-06-01
ASSET-0333,NB-WIN11-067,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,13.8,13.8,,,,,192.168.1.218,MÉDIA,Produção,Ativo,TI - Infraestrutura,Brasília - DF,Roberto Silva,2023-07-07,2024-11-24
ASSET-0334,NB-WIN11-068,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.165,ALTA,Desenvolvimento,Ativo,Logística,Curitiba - PR,Roberto Silva,2022-12-25,2025-08-09
ASSET-0335,NB-WIN11-069,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.1.191,MÉDIA,Produção,Ativo,Operações,Rio de Janeiro - RJ,Fernanda Alves,2024-04-01,2025-07-16
ASSET-0336,NB-WIN11-070,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,,,,,192.168.1.131,MÉDIA,Homologação,Ativo,Controladoria,Belo Horizonte - MG,Thiago Rocha,2021-10-28,2025-01-07
ASSET-0337,NB-WIN11-071,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Apple,macOS,13.8,13.8,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.1.159,MÉDIA,Homologação,Ativo,Operações,Fortaleza - CE,Eduardo Pinto,2023-01-28,2024-04-26
ASSET-0338,NB-WIN11-072,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,,,,,192.168.1.163,BAIXA,Produção,Ativo,Operações,Porto Alegre - RS,Patrícia Gomes,2019-03-12,2024-02-16
ASSET-0339,NB-WIN11-073,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Illustrator,29.6,29.6,192.168.1.66,MÉDIA,Produção,Descomissionado,Compras,Salvador - BA,Ana Souza,2022-05-29,2024-08-08
ASSET-0340,NB-WIN11-074,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,,,,,192.168.1.107,CRÍTICA,Homologação,Ativo,Operações,Rio de Janeiro - RJ,Eduardo Pinto,2019-05-20,2025-04-06
ASSET-0341,NB-WIN11-075,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,curl,curl,8.4.0,8.4.0,192.168.1.189,CRÍTICA,Desenvolvimento,Em manutenção,Comercial,São Paulo - SP,Roberto Silva,2023-06-02,2025-06-04
ASSET-0342,NB-WIN11-076,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,13.0,13.0,,,,,192.168.1.209,CRÍTICA,Produção,Ativo,Controladoria,Brasília - DF,Larissa Moura,2021-08-11,2025-05-31
ASSET-0343,NB-WIN11-077,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Illustrator,28.0,28.0,192.168.1.249,ALTA,Desenvolvimento,Ativo,RH,Salvador - BA,Juliana Ferreira,2024-10-03,2025-12-17
ASSET-0344,NB-WIN11-078,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,14.8,14.8,Adobe,InDesign Desktop,19.0,19.0,192.168.1.189,BAIXA,Homologação,Ativo,Logística,Porto Alegre - RS,Larissa Moura,2024-12-31,2024-10-24
ASSET-0345,NB-WIN11-079,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.1.139,MÉDIA,Produção,Ativo,Marketing,Brasília - DF,Roberto Silva,2021-12-13,2025-07-29
ASSET-0346,NB-WIN11-080,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Adobe,InDesign Desktop,20.3,20.3,192.168.1.225,BAIXA,Desenvolvimento,Ativo,Marketing,Fortaleza - CE,Marcos Oliveira,2018-04-14,2025-01-25
ASSET-0347,NB-WIN10-001,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.2.175,ALTA,Desenvolvimento,Ativo,RH,Brasília - DF,Marcos Oliveira,2021-04-23,2024-07-27
ASSET-0348,NB-WIN10-002,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,13.0,13.0,Adobe,InDesign Desktop,19.0,19.0,192.168.2.223,MÉDIA,Homologação,Ativo,Comercial,Rio de Janeiro - RJ,Camila Torres,2024-04-17,2025-02-02
ASSET-0349,NB-WIN10-003,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,InDesign Desktop,19.0,19.0,192.168.2.98,ALTA,Desenvolvimento,Descomissionado,Marketing,São Paulo - SP,Thiago Rocha,2021-07-04,2025-07-19
ASSET-0350,NB-WIN10-004,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.2.58,BAIXA,Homologação,Ativo,Controladoria,Recife - PE,Patrícia Gomes,2024-08-07,2025-07-13
ASSET-0351,NB-WIN10-005,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,14.8,14.8,Adobe,InDesign Desktop,20.3,20.3,192.168.2.46,BAIXA,Produção,Descomissionado,Financeiro,Belo Horizonte - MG,Fernanda Alves,2023-10-06,2024-05-02
ASSET-0352,NB-WIN10-006,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.2.42,MÉDIA,Produção,Ativo,Logística,Belo Horizonte - MG,Rafael Lima,2019-09-27,2024-02-10
ASSET-0353,NB-WIN10-007,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,,,,,192.168.2.203,MÉDIA,Produção,Ativo,TI - Infraestrutura,Belo Horizonte - MG,Fernanda Alves,2021-07-25,2025-06-22
ASSET-0354,NB-WIN10-008,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.140,MÉDIA,Produção,Ativo,Logística,Brasília - DF,Pedro Nunes,2020-05-23,2025-11-10
ASSET-0355,NB-WIN10-009,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.2.144,BAIXA,Desenvolvimento,Ativo,Financeiro,Fortaleza - CE,Fernanda Alves,2021-11-18,2025-04-01
ASSET-0356,NB-WIN10-010,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,,,,,192.168.2.235,MÉDIA,Produção,Ativo,TI - Infraestrutura,Porto Alegre - RS,Pedro Nunes,2021-03-04,2024-01-26
ASSET-0357,NB-WIN10-011,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,,,,,192.168.2.12,ALTA,Homologação,Ativo,Logística,Recife - PE,Fernanda Alves,2018-12-04,2024-04-08
ASSET-0358,NB-WIN10-012,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,,,,,192.168.2.172,MÉDIA,Produção,Ativo,Marketing,Rio de Janeiro - RJ,Beatriz Costa,2019-03-02,2024-07-29
ASSET-0359,NB-WIN10-013,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,,,,,192.168.2.118,MÉDIA,Produção,Ativo,TI - Segurança,Brasília - DF,Carlos Mendes,2019-12-31,2024-09-14
ASSET-0360,NB-WIN10-014,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.2.116,MÉDIA,Produção,Ativo,RH,Salvador - BA,Pedro Nunes,2019-04-30,2025-07-01
ASSET-0361,NB-WIN10-015,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,curl,curl,8.4.0,8.4.0,192.168.2.218,CRÍTICA,Desenvolvimento,Ativo,Compras,São Paulo - SP,Larissa Moura,2021-05-19,2025-09-13
ASSET-0362,NB-WIN10-016,Notebook,Estação de Trabalho,Apple,MacBook Pro 16,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.2.41,MÉDIA,Produção,Ativo,Jurídico,São Paulo - SP,Fernanda Alves,2024-02-14,2024-10-29
ASSET-0363,NB-WIN10-017,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,14.0,14.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.142,BAIXA,Produção,Ativo,Compras,Porto Alegre - RS,Carlos Mendes,2024-06-03,2025-09-02
ASSET-0364,NB-WIN10-018,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,InDesign Desktop,19.0,19.0,192.168.2.190,BAIXA,Produção,Ativo,RH,Curitiba - PR,Larissa Moura,2023-10-01,2024-05-25
ASSET-0365,NB-WIN10-019,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.47,MÉDIA,Homologação,Ativo,RH,Curitiba - PR,Ana Souza,2024-02-27,2025-04-17
ASSET-0366,NB-WIN10-020,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,14.0,14.0,Adobe,InDesign Desktop,19.0,19.0,192.168.2.26,ALTA,Homologação,Descomissionado,Marketing,Rio de Janeiro - RJ,Marcos Oliveira,2022-01-02,2024-05-11
ASSET-0367,NB-WIN10-021,Notebook,Estação de Trabalho,Lenovo,ThinkPad X1 Carbon,Apple,macOS,14.0,14.0,curl,curl,8.4.0,8.4.0,192.168.2.50,ALTA,Produção,Ativo,RH,Rio de Janeiro - RJ,Thiago Rocha,2021-06-06,2025-12-11
ASSET-0368,NB-WIN10-022,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.2,ALTA,Homologação,Ativo,Operações,Salvador - BA,Rafael Lima,2022-11-22,2024-10-10
ASSET-0369,NB-WIN10-023,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Apple,macOS,13.8,13.8,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.2.123,MÉDIA,Produção,Ativo,Compras,Porto Alegre - RS,Thiago Rocha,2024-03-09,2024-04-21
ASSET-0370,NB-WIN10-024,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,curl,curl,8.4.0,8.4.0,192.168.2.138,ALTA,Homologação,Ativo,RH,Brasília - DF,Thiago Rocha,2018-11-05,2024-01-20
ASSET-0371,NB-WIN10-025,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,13.8,13.8,Adobe,InDesign Desktop,19.0,19.0,192.168.2.152,ALTA,Produção,Ativo,Controladoria,Salvador - BA,Eduardo Pinto,2024-01-20,2025-04-28
ASSET-0372,NB-WIN10-026,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Apple,macOS,14.0,14.0,,,,,192.168.2.198,MÉDIA,Desenvolvimento,Ativo,Jurídico,Curitiba - PR,Thiago Rocha,2023-08-15,2025-06-06
ASSET-0373,NB-WIN10-027,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,Adobe,Illustrator,28.0,28.0,192.168.2.247,BAIXA,Homologação,Ativo,TI - Infraestrutura,Curitiba - PR,Patrícia Gomes,2023-10-07,2024-05-23
ASSET-0374,NB-WIN10-028,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.188,MÉDIA,Produção,Ativo,Controladoria,Brasília - DF,Larissa Moura,2023-06-21,2024-08-25
ASSET-0375,NB-WIN10-029,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 24H2,10.0.26100.2500,10.0.26100.2500,Adobe,Adobe Experience Manager,6.5.0,6.5.0,192.168.2.233,MÉDIA,Produção,Em manutenção,TI - Infraestrutura,Curitiba - PR,Roberto Silva,2018-07-10,2024-02-10
ASSET-0376,NB-WIN10-030,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,14.0,14.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.2.190,ALTA,Produção,Ativo,Logística,Belo Horizonte - MG,Patrícia Gomes,2022-03-31,2025-01-09
ASSET-0377,NB-WIN10-031,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,curl,curl,8.4.0,8.4.0,192.168.2.58,MÉDIA,Produção,Em manutenção,RH,Salvador - BA,Thiago Rocha,2023-06-18,2025-05-08
ASSET-0378,NB-WIN10-032,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.2.20,MÉDIA,Produção,Ativo,Comercial,Brasília - DF,Beatriz Costa,2019-10-07,2025-01-05
ASSET-0379,NB-WIN10-033,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,curl,curl,8.11.0,8.11.0,192.168.2.85,MÉDIA,Produção,Ativo,Financeiro,Salvador - BA,Eduardo Pinto,2020-05-13,2025-08-27
ASSET-0380,NB-WIN10-034,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,curl,curl,8.4.0,8.4.0,192.168.2.147,MÉDIA,Produção,Ativo,Financeiro,São Paulo - SP,Rafael Lima,2024-06-02,2024-05-30
ASSET-0381,NB-WIN10-035,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.249,MÉDIA,Produção,Ativo,Logística,Salvador - BA,Camila Torres,2021-03-07,2024-03-28
ASSET-0382,NB-WIN10-036,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 11 Version 23H2,10.0.22631.0,10.0.22631.0,Adobe,Illustrator,29.6,29.6,192.168.2.213,ALTA,Produção,Ativo,Comercial,Brasília - DF,Beatriz Costa,2020-01-15,2025-09-30
ASSET-0383,NB-WIN10-037,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,14.0,14.0,Adobe,InDesign Desktop,19.0,19.0,192.168.2.117,MÉDIA,Produção,Ativo,Compras,Porto Alegre - RS,Thiago Rocha,2019-06-26,2024-04-21
ASSET-0384,NB-WIN10-038,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 11 Version 24H2,10.0.26100.0,10.0.26100.0,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.2.122,BAIXA,Homologação,Em manutenção,TI - Desenvolvimento,Rio de Janeiro - RJ,Rafael Lima,2023-12-17,2025-05-30
ASSET-0385,NB-WIN10-039,Notebook,Estação de Trabalho,Dell,Latitude 7440,Apple,macOS,13.0,13.0,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.2.155,MÉDIA,Produção,Descomissionado,Marketing,Brasília - DF,Thiago Rocha,2022-11-03,2025-06-18
ASSET-0386,NB-WIN10-040,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.2.241,BAIXA,Homologação,Ativo,Logística,Salvador - BA,Beatriz Costa,2024-08-09,2025-12-14
ASSET-0387,NB-WIN10-041,Notebook,Estação de Trabalho,Apple,MacBook Pro 14,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.2.60,BAIXA,Produção,Ativo,RH,Recife - PE,Eduardo Pinto,2024-02-06,2025-02-22
ASSET-0388,NB-WIN10-042,Notebook,Estação de Trabalho,Dell,Precision 5570,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.2.134,CRÍTICA,Produção,Ativo,Compras,São Paulo - SP,Camila Torres,2021-07-17,2025-02-22
ASSET-0389,NB-WIN10-043,Notebook,Estação de Trabalho,Lenovo,ThinkPad T14s,Microsoft,Windows 11 Version 23H2,10.0.22631.6100,10.0.22631.6100,Oracle Corporation,Oracle Java SE,8u451,8.0.451,192.168.2.219,MÉDIA,Homologação,Ativo,Marketing,Belo Horizonte - MG,Marcos Oliveira,2022-06-16,2024-07-27
ASSET-0390,NB-WIN10-044,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,InDesign Desktop,19.0,19.0,192.168.2.143,MÉDIA,Desenvolvimento,Ativo,TI - Desenvolvimento,Porto Alegre - RS,Roberto Silva,2022-06-19,2024-05-21
ASSET-0391,NB-WIN10-045,Notebook,Estação de Trabalho,Dell,Precision 5570,Apple,macOS,13.8,13.8,,,,,192.168.2.180,BAIXA,Produção,Ativo,Financeiro,Recife - PE,Eduardo Pinto,2021-10-18,2025-07-17
ASSET-0392,NB-WIN10-046,Notebook,Estação de Trabalho,Dell,Latitude 5540,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,curl,curl,8.11.0,8.11.0,192.168.2.24,BAIXA,Produção,Ativo,Jurídico,São Paulo - SP,Eduardo Pinto,2018-12-28,2024-03-06
ASSET-0393,NB-WIN10-047,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.2.99,BAIXA,Produção,Ativo,Controladoria,São Paulo - SP,Larissa Moura,2021-03-19,2025-12-29
ASSET-0394,NB-WIN10-048,Notebook,Estação de Trabalho,Lenovo,ThinkPad E14,Microsoft,Windows 10 Version 21H2,10.0.19044.5700,10.0.19044.5700,Oracle Corporation,Oracle Java SE,8u431,8.0.431,192.168.2.52,BAIXA,Desenvolvimento,Ativo,Comercial,Recife - PE,Carlos Mendes,2020-03-08,2024-02-04
ASSET-0395,NB-WIN10-049,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Apple,macOS,13.0,13.0,Adobe,InDesign Desktop,20.3,20.3,192.168.2.10,ALTA,Homologação,Descomissionado,Controladoria,Brasília - DF,Diego Carvalho,2018-12-22,2024-10-09
ASSET-0396,NB-WIN10-050,Notebook,Estação de Trabalho,HP,ZBook Studio G10,Apple,macOS,13.0,13.0,Adobe,Illustrator,28.0,28.0,192.168.2.52,MÉDIA,Homologação,Ativo,Jurídico,Salvador - BA,Camila Torres,2019-01-05,2025-07-16
ASSET-0397,NB-WIN10-051,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 11 Version 23H2,10.0.22631.3000,10.0.22631.3000,curl,curl,8.11.0,8.11.0,192.168.2.156,BAIXA,Produção,Ativo,Operações,Belo Horizonte - MG,Beatriz Costa,2018-01-20,2024-09-24
ASSET-0398,NB-WIN10-052,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Illustrator,28.0,28.0,192.168.2.76,ALTA,Produção,Ativo,Logística,Rio de Janeiro - RJ,Roberto Silva,2020-11-21,2025-07-04
ASSET-0399,NB-WIN10-053,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Apple,macOS,13.8,13.8,,,,,192.168.2.145,MÉDIA,Produção,Ativo,Compras,Recife - PE,Pedro Nunes,2023-02-23,2025-11-28
ASSET-0400,NB-WIN10-054,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,,,,,192.168.2.18,ALTA,Homologação,Ativo,Comercial,Rio de Janeiro - RJ,Marcos Oliveira,2020-07-30,2024-11-19
ASSET-0401,NB-WIN10-055,Notebook,Estação de Trabalho,Microsoft Surface,Surface Laptop 5,Microsoft,Windows 10 Version 22H2,10.0.19045.0,10.0.19045.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.2.74,CRÍTICA,Homologação,Em manutenção,Compras,Belo Horizonte - MG,Beatriz Costa,2018-11-08,2025-07-21
ASSET-0402,NB-WIN10-056,Notebook,Estação de Trabalho,HP,ProBook 450 G10,Microsoft,Windows 11 Version 24H2,10.0.26100.5000,10.0.26100.5000,Adobe,Illustrator,29.6,29.6,192.168.2.243,MÉDIA,Desenvolvimento,Ativo,Financeiro,Belo Horizonte - MG,Rafael Lima,2020-03-28,2024-08-28
ASSET-0403,NB-WIN10-057,Notebook,Estação de Trabalho,HP,EliteBook 840 G10,Apple,macOS,14.8,14.8,Oracle Corporation,Oracle Java SE,17.0.15,17.0.15,192.168.2.64,BAIXA,Produção,Ativo,Financeiro,Curitiba - PR,Patrícia Gomes,2019-05-07,2024-03-21
ASSET-0404,NB-WIN10-058,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Apple,macOS,14.0,14.0,curl,curl,8.4.0,8.4.0,192.168.2.218,MÉDIA,Homologação,Ativo,TI - Infraestrutura,Fortaleza - CE,Carlos Mendes,2024-06-11,2024-10-08
ASSET-0405,NB-WIN10-059,Notebook,Estação de Trabalho,Microsoft Surface,Surface Pro 9,Microsoft,Windows 10 Version 22H2,10.0.19045.5800,10.0.19045.5800,Oracle Corporation,Oracle Java SE,17.0.13,17.0.13,192.168.2.148,CRÍTICA,Produção,Ativo,Jurídico,Curitiba - PR,Eduardo Pinto,2024-01-24,2024-02-03
ASSET-0406,NB-WIN10-060,Notebook,Estação de Trabalho,Apple,MacBook Air M3,Microsoft,Windows 10 Version 21H2,10.0.19044.0,10.0.19044.0,Adobe,Adobe Experience Manager,6.5.22,6.5.22,192.168.2.179,MÉDIA,Produção,Ativo,TI - Desenvolvimento,Recife - PE,Ana Souza,2020-05-13,2025-01-23
